year,STATE_ABBR,COUNTY_NAME,geoid_int,DEMO_VOTE,REP_VOTE,TOTAL_VOTE,DEMO_PER,REP_PER
2020,AL,MACON,1087,7108,1541,8723,0.814857274,0.176659406
2020,AL,MADISON,1089,87286,102780,194767,0.448156002,0.527707466
2020,AL,MARENGO,1091,5488,5343,10900,0.503486239,0.490183486
2020,AL,MARION,1093,1463,12205,13807,0.105960745,0.883971898
2020,AL,MARSHALL,1095,5943,33191,39655,0.149867608,0.836994074
2020,AL,MOBILE,1097,79474,101243,183164,0.433895307,0.552745081
2020,AL,MONROE,1099,4455,6147,10668,0.417604049,0.576209224
2020,AL,MONTGOMERY,1101,64529,33311,99139,0.650894199,0.336002986
2020,AL,MORGAN,1103,13234,39664,53722,0.246342281,0.738319497
2020,AL,PERRY,1105,3860,1339,5230,0.738049713,0.256022945
2020,AL,PICKENS,1107,4022,5594,9668,0.416011585,0.578609847
2020,AL,PIKE,1109,5636,8042,13841,0.407196012,0.581027382
2020,AL,RANDOLPH,1111,2203,8559,10837,0.203285042,0.789794223
2020,AL,RUSSELL,1113,11228,9864,21329,0.526419429,0.462468939
2020,AL,ST. CLAIR,1115,7744,36166,44441,0.174253505,0.813798069
2020,AL,SHELBY,1117,33268,79700,114950,0.289412788,0.693344933
2020,AL,SUMTER,1119,4648,1598,6291,0.738833254,0.25401367
2020,AL,TALLADEGA,1121,13138,22235,35663,0.368393012,0.623475311
2020,AL,TALLAPOOSA,1123,5859,14963,20991,0.279119623,0.712829308
2020,AL,TUSCALOOSA,1125,37765,51117,90172,0.418810717,0.56688329
2020,AL,WALKER,1127,4834,26002,31170,0.155085018,0.834199551
2020,AL,WASHINGTON,1129,2258,6564,8876,0.254393871,0.739522307
2020,AL,WILCOX,1131,4048,1833,5903,0.685753007,0.310520075
2020,AL,WINSTON,1133,974,10195,11284,0.086316909,0.90349167
2020,AZ,APACHE,4001,23293,11442,35172,0.662259752,0.325315592
2020,AZ,COCHISE,4003,23732,35557,60442,0.392640879,0.588282982
2020,AZ,COCONINO,4005,44698,27052,73272,0.610028387,0.369199694
2020,AZ,GILA,4007,8943,18377,27662,0.323295496,0.664340973
2020,AZ,GRAHAM,4009,4034,10749,14995,0.269023008,0.716838946
2020,AZ,GREENLEE,4011,1182,2433,3685,0.320759837,0.660244233
2020,AZ,LA PAZ,4012,2236,5129,7458,0.299812282,0.687717887
2020,AZ,MARICOPA,4013,1040774,995665,2068144,0.503240587,0.481429243
2020,AZ,MOHAVE,4015,24831,78535,104668,0.237235831,0.750324837
2020,AZ,NAVAJO,4017,23383,27657,51767,0.451697027,0.534259277
2020,AZ,PIMA,4019,304981,207758,520397,0.586054493,0.399229819
2020,AZ,PINAL,4021,75106,107077,184974,0.406035443,0.57887595
2020,AZ,SANTA CRUZ,4023,13138,6194,19556,0.671814277,0.316731438
2020,AZ,YAVAPAI,4025,49602,91527,143221,0.346331893,0.639061311
2020,AZ,YUMA,4027,32210,36534,69881,0.460926432,0.522803051
2020,AR,ARKANSAS,5001,1818,4304,6292,0.288938334,0.684043229
2020,AR,ASHLEY,5003,2125,5548,7926,0.268104971,0.699974767
2020,AR,BAXTER,5005,4635,15836,21007,0.220640739,0.753843957
2020,AR,BENTON,5007,42249,73965,119912,0.352333378,0.61682734
2020,AR,BOONE,5009,3064,13652,17114,0.179034708,0.797709478
2020,AR,BRADLEY,5011,1214,2335,3654,0.332238643,0.639025725
2020,AR,CALHOUN,5013,479,1636,2182,0.219523373,0.749770852
2020,AR,CARROLL,5015,4023,7424,11797,0.341018903,0.629312537
2020,AR,CHICOT,5017,2260,1752,4103,0.550816476,0.427004631
2020,AR,CLARK,5019,3438,4616,8395,0.409529482,0.549851102
2020,AR,CLAY,5021,962,4086,5183,0.185606791,0.788346517
2020,AR,CLEBURNE,5023,1988,10328,12680,0.156782334,0.814511041
2020,AR,CLEVELAND,5025,651,2867,3600,0.180833333,0.796388889
2020,AR,COLUMBIA,5027,2814,5500,8616,0.326601671,0.638347261
2020,AR,CONWAY,5029,2615,5694,8685,0.30109384,0.655613126
2020,AR,CRAIGHEAD,5031,11921,25558,38511,0.309547921,0.66365454
2020,AR,CRAWFORD,5033,4959,18607,24091,0.205844506,0.772363123
2020,AR,CRITTENDEN,5035,8514,7333,16367,0.520193071,0.448035682
2020,AR,CROSS,5037,1772,4946,6942,0.255257851,0.712474791
2020,AR,DALLAS,5039,963,1573,2649,0.363533409,0.593808985
2020,AR,DESHA,5041,2016,1921,4164,0.484149856,0.461335255
2020,AR,DREW,5043,2426,4349,6908,0.35118703,0.629559931
2020,AR,FAULKNER,5045,18347,34421,54428,0.337087528,0.632413464
2020,AR,FRANKLIN,5047,1300,5677,7129,0.182353766,0.79632487
2020,AR,FULTON,5049,1035,3961,5119,0.202187927,0.773783942
2020,AR,GARLAND,5051,14045,29069,44199,0.31776737,0.657684563
2020,AR,GRANT,5053,1268,6794,8200,0.154634146,0.828536585
2020,AR,GREENE,5055,3058,12670,16100,0.189937888,0.786956522
2020,AR,HEMPSTEAD,5057,2138,4470,6848,0.312207944,0.652745327
2020,AR,HOT SPRING,5059,3082,9202,12557,0.24544079,0.732818348
2020,AR,HOWARD,5061,1340,3367,4834,0.277203144,0.696524617
2020,AR,INDEPENDENCE,5063,2806,11250,14512,0.193357222,0.775220507
2020,AR,IZARD,5065,1021,4631,5810,0.175731497,0.79707401
2020,AR,JACKSON,5067,1365,3593,5091,0.268120212,0.705755254
2020,AR,JEFFERSON,5069,14981,9521,25158,0.595476588,0.378448207
2020,AR,JOHNSON,5071,2283,6938,9498,0.240366393,0.730469573
2020,AR,LAFAYETTE,5073,839,1757,2679,0.313176558,0.655841732
2020,AR,LAWRENCE,5075,1080,4569,5857,0.184394741,0.780092197
2020,AR,LEE,5077,1423,1286,2848,0.499648876,0.451544944
2020,AR,LINCOLN,5079,1032,2729,3875,0.266322581,0.704258065
2020,AR,LITTLE RIVER,5081,1226,3715,5177,0.236816689,0.717597064
2020,AR,LOGAN,5083,1544,6441,8225,0.187720365,0.783100304
2020,AR,LONOKE,5085,6686,22884,30662,0.218054921,0.746330963
2020,AR,MADISON,5087,1563,5658,7351,0.212624133,0.769691198
2020,AR,MARION,5089,1531,5783,7503,0.204051713,0.770758363
2020,AR,MILLER,5091,4245,11920,16529,0.256821344,0.721156755
2020,AR,MISSISSIPPI,5093,4558,7296,12342,0.369308054,0.591152163
2020,AR,MONROE,5095,1147,1545,2816,0.407315341,0.548650568
2020,AR,MONTGOMERY,5097,731,3046,3873,0.188742577,0.786470436
2020,AR,NEVADA,5099,1076,2133,3358,0.320428827,0.635199524
2020,AR,NEWTON,5101,709,3192,3998,0.177338669,0.7983992
2020,AR,OUACHITA,5103,3995,5294,9629,0.414892512,0.549797487
2020,AR,PERRY,5105,1012,3479,4627,0.218716231,0.751891074
2020,AR,PHILLIPS,5107,3623,2417,6242,0.580422941,0.387215636
2020,AR,PIKE,5109,644,3519,4246,0.151672162,0.828780028
2020,AR,POINSETT,5111,1424,5918,7521,0.189336524,0.786863449
2020,AR,POLK,5113,1246,7035,8490,0.146760895,0.828621908
2020,AR,POPE,5115,5772,18081,24432,0.236247544,0.740054028
2020,AR,PRAIRIE,5117,654,2786,3495,0.187124464,0.79713877
2020,AR,PULASKI,5119,101947,63687,169956,0.599843489,0.3747264
2020,AR,RANDOLPH,5121,1215,5355,6812,0.178361715,0.786112742
2020,AR,ST. FRANCIS,5123,3604,3242,7108,0.507034328,0.456105796
2020,AR,SALINE,5125,16060,39556,56959,0.281957197,0.694464439
2020,AR,SCOTT,5127,483,2962,3551,0.136018023,0.834131231
2020,AR,SEARCY,5129,588,3365,4019,0.146305051,0.837272953
2020,AR,SEBASTIAN,5131,14487,31198,47140,0.307318625,0.661815868
2020,AR,SEVIER,5133,1116,3884,5202,0.214532872,0.746635909
2020,AR,SHARP,5135,1398,5938,7566,0.184773989,0.784826857
2020,AR,STONE,5137,1180,4616,5938,0.198720108,0.777366117
2020,AR,UNION,5139,5584,10478,16607,0.336243753,0.630938761
2020,AR,VAN BUREN,5141,1593,6034,7807,0.20404765,0.772896119
2020,AR,WASHINGTON,5143,43824,47504,94266,0.464897206,0.503935671
2020,AR,WHITE,5145,5978,24182,30885,0.193556743,0.782969079
2020,AR,WOODRUFF,5147,856,1543,2476,0.345718901,0.623182553
2020,AR,YELL,5149,1284,5226,6741,0.19047619,0.775255897
2020,CA,ALAMEDA,6001,617659,136309,770070,0.802081629,0.177008584
2020,CA,ALPINE,6003,476,244,741,0.642375169,0.32928475
2020,CA,AMADOR,6005,8153,13585,22304,0.365539813,0.609083572
2020,CA,BUTTE,6007,50426,48730,102066,0.494052868,0.477436169
2020,CA,CALAVERAS,6009,10046,16518,27164,0.369827713,0.608084229
2020,CA,COLUSA,6011,3239,4559,7961,0.406858435,0.57266675
2020,CA,CONTRA COSTA,6013,416386,152877,581316,0.716281678,0.262984332
2020,CA,DEL NORTE,6015,4677,6461,11453,0.408364621,0.564131669
2020,CA,EL DORADO,6017,51621,61838,116159,0.444399487,0.532356511
2020,CA,FRESNO,6019,193025,164464,364917,0.5289559,0.450688787
2020,CA,GLENN,6021,3995,7063,11297,0.353633708,0.625210233
2020,CA,HUMBOLDT,6023,44768,21770,68843,0.650291242,0.316226777
2020,CA,IMPERIAL,6025,34678,20847,56743,0.611141462,0.367393335
2020,CA,INYO,6027,4634,4620,9484,0.4886124,0.487136229
2020,CA,KERN,6029,133366,164484,305292,0.436847346,0.538775992
2020,CA,KINGS,6031,18699,24072,43861,0.426324069,0.548824696
2020,CA,LAKE,6033,14941,13123,28812,0.518568652,0.455469943
2020,CA,LASSEN,6035,2799,8970,11987,0.233502962,0.74831067
2020,CA,LOS ANGELES,6037,3028885,1145530,4264365,0.710278084,0.268628506
2020,CA,MADERA,6039,23168,29378,53732,0.431176952,0.54675054
2020,CA,MARIN,6041,128288,24612,155830,0.823256112,0.157941346
2020,CA,MARIPOSA,6043,4088,5950,10280,0.39766537,0.578793774
2020,CA,MENDOCINO,6045,28782,13267,43340,0.664097831,0.306114444
2020,CA,MERCED,6047,48991,39397,90554,0.541014201,0.435066369
2020,CA,MODOC,6049,1150,3109,4343,0.264793921,0.71586461
2020,CA,MONO,6051,4013,2513,6738,0.595577323,0.372959335
2020,CA,MONTEREY,6053,113953,46299,163923,0.695161753,0.282443586
2020,CA,NAPA,6055,49817,20676,72150,0.69046431,0.286569647
2020,CA,NEVADA,6057,36359,26779,64750,0.561528958,0.41357529
2020,CA,ORANGE,6059,814009,676498,1522113,0.53478881,0.444446634
2020,CA,PLACER,6061,106869,122488,235084,0.454599207,0.521039288
2020,CA,PLUMAS,6063,4561,6445,11260,0.405062167,0.572380107
2020,CA,RIVERSIDE,6065,528340,449144,997156,0.529846885,0.450425009
2020,CA,SACRAMENTO,6067,440808,259405,718440,0.613562719,0.361067034
2020,CA,SAN BENITO,6069,17628,10590,28830,0.61144641,0.367325702
2020,CA,SAN BERNARDINO,6071,455859,366257,841130,0.54196022,0.435434475
2020,CA,SAN DIEGO,6073,964650,600094,1602143,0.602099813,0.374557078
2020,CA,SAN FRANCISCO,6075,378156,56417,443553,0.852561024,0.127193368
2020,CA,SAN JOAQUIN,6077,161137,121098,288492,0.558549284,0.419762073
2020,CA,SAN LUIS OBISPO,6079,88310,67436,159714,0.552925855,0.422229736
2020,CA,SAN MATEO,6081,291496,75584,374251,0.778878346,0.201960716
2020,CA,SANTA BARBARA,6083,129963,65736,200339,0.648715427,0.32812383
2020,CA,SANTA CLARA,6085,617967,214612,850741,0.726386762,0.25226479
2020,CA,SANTA CRUZ,6087,114246,26937,144837,0.788790157,0.185981483
2020,CA,SHASTA,6089,30000,60789,92930,0.322823631,0.654137523
2020,CA,SIERRA,6091,730,1142,1931,0.378042465,0.591403418
2020,CA,SISKIYOU,6093,9593,13290,23472,0.408699727,0.566206544
2020,CA,SOLANO,6095,131639,69306,205877,0.639406053,0.336637895
2020,CA,SONOMA,6097,199938,61825,268317,0.745155916,0.230417752
2020,CA,STANISLAUS,6099,105841,104145,214954,0.492389069,0.484499009
2020,CA,SUTTER,6101,17367,24375,42644,0.407255417,0.571592721
2020,CA,TEHAMA,6103,8911,19141,28731,0.310152797,0.666214194
2020,CA,TRINITY,6105,2851,3188,6259,0.455504074,0.509346541
2020,CA,TULARE,6107,66105,77579,146885,0.450045954,0.528161487
2020,CA,TUOLUMNE,6109,11978,17689,30408,0.393909498,0.581721915
2020,CA,VENTURA,6111,251388,162207,422825,0.594543842,0.383626796
2020,CA,YOLO,6113,67598,27292,97294,0.694780768,0.280510617
2020,CA,YUBA,6115,11230,17676,29796,0.376896228,0.593233991
2020,CO,ADAMS,8001,134202,95657,236740,0.566875053,0.404059306
2020,CO,ALAMOSA,8003,3759,3813,7808,0.481429303,0.488345287
2020,CO,ARAPAHOE,8005,213607,127323,350183,0.609986778,0.363589894
2020,CO,ARCHULETA,8007,3738,5189,9144,0.408792651,0.567475941
2020,CO,BACA,8009,317,1867,2225,0.14247191,0.839101124
2020,CO,BENT,8011,732,1503,2274,0.321899736,0.660949868
2020,CO,BOULDER,8013,159089,42501,206111,0.771860793,0.206204424
2020,CO,BROOMFIELD,8014,29077,16295,46632,0.623541774,0.349438154
2020,CO,CHAFFEE,8015,7160,6222,13718,0.521941974,0.45356466
2020,CO,CHEYENNE,8017,131,993,1136,0.115316901,0.874119718
2020,CO,CLEAR CREEK,8019,3604,2754,6548,0.550397068,0.420586439
2020,CO,CONEJOS,8021,1959,2286,4333,0.452111701,0.527579045
2020,CO,COSTILLA,8023,1311,741,2094,0.626074499,0.353868195
2020,CO,CROWLEY,8025,437,1271,1750,0.249714286,0.726285714
2020,CO,CUSTER,8027,1112,2474,3635,0.305914718,0.680605227
2020,CO,DELTA,8029,5887,13081,19370,0.303923593,0.675322664
2020,CO,DENVER,8031,313293,71618,393829,0.795505156,0.181850499
2020,CO,DOLORES,8033,341,1089,1449,0.235334714,0.751552795
2020,CO,DOUGLAS,8035,104653,121270,231605,0.451859848,0.523607003
2020,CO,EAGLE,8037,18588,9892,29140,0.637886067,0.339464653
2020,CO,ELBERT,8039,4490,14027,18983,0.236527419,0.738924301
2020,CO,EL PASO,8041,161941,202828,378851,0.427453009,0.535376705
2020,CO,FREMONT,8043,7369,17517,25557,0.288335877,0.685409086
2020,CO,GARFIELD,8045,15427,14717,30904,0.499191043,0.476216671
2020,CO,GILPIN,8047,2223,1833,4186,0.531055901,0.437888199
2020,CO,GRAND,8049,4710,4883,9870,0.477203647,0.49473151
2020,CO,GUNNISON,8051,7132,3735,11190,0.637354781,0.333780161
2020,CO,HINSDALE,8053,255,353,632,0.403481013,0.558544304
2020,CO,HUERFANO,8055,2076,2203,4406,0.47117567,0.5
2020,CO,JACKSON,8057,175,681,876,0.199771689,0.77739726
2020,CO,JEFFERSON,8059,218396,148417,377358,0.578750152,0.393305561
2020,CO,KIOWA,8061,98,795,903,0.108527132,0.880398671
2020,CO,KIT CARSON,8063,662,3144,3871,0.171015242,0.812193232
2020,CO,LAKE,8065,2303,1497,3961,0.581418834,0.377934865
2020,CO,LA PLATA,8067,20548,14233,35667,0.576106765,0.399052345
2020,CO,LARIMER,8069,126120,91489,224338,0.562187414,0.407817668
2020,CO,LAS ANIMAS,8071,3497,4284,7961,0.439266424,0.538123351
2020,CO,LINCOLN,8073,470,2135,2651,0.177291588,0.805356469
2020,CO,LOGAN,8075,2218,8087,10532,0.210596278,0.767850361
2020,CO,MESA,8077,31536,56894,90623,0.347991128,0.627809717
2020,CO,MINERAL,8079,317,427,756,0.419312169,0.564814815
2020,CO,MOFFAT,8081,1203,5670,7026,0.171221178,0.807002562
2020,CO,MONTEZUMA,8083,5836,9306,15500,0.376516129,0.600387097
2020,CO,MONTROSE,8085,7687,16770,24922,0.30844234,0.672899446
2020,CO,MORGAN,8087,3876,9593,13744,0.28201397,0.697977299
2020,CO,OTERO,8089,3605,5756,9576,0.376461988,0.601086048
2020,CO,OURAY,8091,2365,1577,4020,0.588308458,0.392288557
2020,CO,PARK,8093,4903,6991,12291,0.398909771,0.568790172
2020,CO,PHILLIPS,8095,486,1958,2485,0.195573441,0.787927565
2020,CO,PITKIN,8097,8989,2780,11957,0.751777202,0.232499791
2020,CO,PROWERS,8099,1458,4008,5561,0.262183061,0.720733681
2020,CO,PUEBLO,8101,43772,42252,88301,0.495713525,0.478499677
2020,CO,RIO BLANCO,8103,561,3061,3691,0.15199133,0.829314549
2020,CO,RIO GRANDE,8105,2495,3660,6305,0.395717684,0.580491673
2020,CO,ROUTT,8107,10582,5925,16876,0.627044323,0.351090306
2020,CO,SAGUACHE,8109,1884,1413,3389,0.555916199,0.41693715
2020,CO,SAN JUAN,8111,342,202,562,0.608540925,0.359430605
2020,CO,SAN MIGUEL,8113,3924,1136,5147,0.762385856,0.220711094
2020,CO,SEDGWICK,8115,301,1121,1446,0.208160443,0.775242047
2020,CO,SUMMIT,8117,12631,5322,18479,0.683532659,0.288002598
2020,CO,TELLER,8119,5278,11241,16939,0.311588642,0.663616506
2020,CO,WASHINGTON,8121,369,2595,3008,0.122672872,0.862699468
2020,CO,WELD,8123,66060,96145,166974,0.395630457,0.57580821
2020,CO,YUMA,8125,785,4107,4981,0.157598876,0.824533226
2020,CT,FAIRFIELD,9001,297505,168445,472396,0.62977883,0.356575839
2020,CT,HARTFORD,9003,283368,159024,449336,0.630637207,0.353908879
2020,CT,LITCHFIELD,9005,50164,55601,107544,0.466450941,0.517006992
2020,CT,MIDDLESEX,9007,56848,40665,99198,0.57307607,0.4099377
2020,CT,NEW HAVEN,9009,242630,169893,417983,0.580478153,0.406459114
2020,CT,NEW LONDON,9011,79459,57110,139604,0.569174236,0.4090857
2020,CT,TOLLAND,9013,44151,34838,80714,0.547005476,0.431622767
2020,CT,WINDHAM,9015,26706,29141,57082,0.467853264,0.510511194
2020,DE,KENT,10001,44552,41009,87025,0.511944843,0.471232404
2020,DE,NEW CASTLE,10003,195034,88364,287633,0.678065451,0.307210925
2020,DE,SUSSEX,10005,56682,71230,129352,0.438199641,0.550667945
2020,DC,DISTRICT OF COLUMBIA,11001,317323,18586,344356,0.921496939,0.053973214
2020,FL,ALACHUA,12001,89704,50972,142604,0.629042664,0.357437379
2020,FL,BAKER,12003,2037,11911,14059,0.144889395,0.847215307
2020,FL,BAY,12005,25614,66097,93024,0.275348297,0.710537066
2020,FL,BRADFORD,12007,3160,10334,13632,0.231807512,0.758069249
2020,FL,BREVARD,12009,148549,207883,360764,0.41176226,0.57622989
2020,FL,BROWARD,12011,618752,333409,957672,0.646100126,0.348145294
2020,FL,CALHOUN,12013,1209,5274,6526,0.185258964,0.808152007
2020,FL,CHARLOTTE,12015,42273,73243,116340,0.363357401,0.629559911
2020,FL,CITRUS,12017,27092,65352,93208,0.290661746,0.701141533
2020,FL,CLAY,12019,38317,84480,124405,0.30800209,0.679072385
2020,FL,COLLIER,12021,77621,128950,207818,0.373504701,0.620494856
2020,FL,COLUMBIA,12023,8914,23836,33042,0.269777858,0.721384904
2020,FL,DESOTO,12027,4259,8313,12659,0.336440477,0.656686942
2020,FL,DIXIE,12029,1365,6759,8167,0.167136035,0.827598874
2020,FL,DUVAL,12031,252556,233762,492820,0.512471085,0.474335457
2020,FL,ESCAMBIA,12033,70929,96674,170372,0.416318409,0.56742892
2020,FL,FLAGLER,12035,28161,43043,71716,0.39267388,0.600186848
2020,FL,FRANKLIN,12037,2120,4675,6849,0.309534239,0.682581399
2020,FL,GADSDEN,12039,16153,7465,23762,0.679782847,0.314157057
2020,FL,GILCHRIST,12041,1700,7895,9685,0.175529169,0.81517811
2020,FL,GLADES,12043,1385,3782,5193,0.26670518,0.72828808
2020,FL,GULF,12045,1985,6113,8163,0.243170403,0.748866838
2020,FL,HAMILTON,12047,1963,3815,5830,0.33670669,0.654373928
2020,FL,HARDEE,12049,2298,6122,8485,0.270830878,0.721508544
2020,FL,HENDRY,12051,4929,7906,12940,0.380911901,0.610973725
2020,FL,HERNANDO,12053,37519,70412,108922,0.344457502,0.646444245
2020,FL,HIGHLANDS,12055,16938,34873,52170,0.32466935,0.6684493
2020,FL,HILLSBOROUGH,12057,376367,327398,712063,0.528558569,0.459787968
2020,FL,HOLMES,12059,924,8080,9068,0.10189678,0.891045434
2020,FL,INDIAN RIVER,12061,37844,58872,97484,0.388207296,0.603914489
2020,FL,JACKSON,12063,6766,15488,22419,0.301797582,0.690842589
2020,FL,JEFFERSON,12065,3897,4479,8451,0.46112886,0.52999645
2020,FL,LAFAYETTE,12067,510,3128,3658,0.139420448,0.855112083
2020,FL,LAKE,12069,83505,125859,211314,0.395170221,0.595601806
2020,FL,LEE,12071,157695,233247,393899,0.400343743,0.592149257
2020,FL,LEON,12073,103517,57453,162929,0.635350367,0.35262599
2020,FL,LEVY,12075,6205,16749,23145,0.268092461,0.723655217
2020,FL,LIBERTY,12077,694,2846,3561,0.194889076,0.799213704
2020,FL,MADISON,12079,3747,5576,9380,0.399466951,0.59445629
2020,FL,MANATEE,12081,90166,124987,216958,0.415591958,0.57608846
2020,FL,MARION,12083,74858,127826,204376,0.366275884,0.625445258
2020,FL,MARTIN,12085,36893,61168,98726,0.373690821,0.619573365
2020,FL,MIAMI-DADE,12086,617864,532833,1156816,0.534107412,0.460603069
2020,FL,MONROE,12087,21881,25693,48029,0.455578921,0.534947636
2020,FL,NASSAU,12089,15564,42566,58811,0.264644369,0.723776164
2020,FL,OKALOOSA,12091,34248,79798,116373,0.294295068,0.685708884
2020,FL,OKEECHOBEE,12093,4390,11470,15954,0.275166103,0.718941958
2020,FL,ORANGE,12095,395014,245398,647403,0.610151637,0.379049834
2020,FL,OSCEOLA,12097,97297,73480,172436,0.564249925,0.426129115
2020,FL,PALM BEACH,12099,433572,334711,773158,0.560780591,0.4329141
2020,FL,PASCO,12101,119073,179621,301970,0.394320628,0.594830612
2020,FL,PINELLAS,12103,277450,276209,559715,0.495698704,0.493481504
2020,FL,POLK,12105,145049,194586,343256,0.422567996,0.566883026
2020,FL,PUTNAM,12107,10527,25514,36373,0.289417975,0.701454375
2020,FL,ST. JOHNS,12109,63850,110946,176622,0.361506494,0.628155043
2020,FL,ST. LUCIE,12111,84137,86831,172169,0.48868844,0.504335856
2020,FL,SANTA ROSA,12113,27612,77385,106928,0.258229837,0.723711282
2020,FL,SARASOTA,12115,120110,148370,270575,0.443906495,0.548350735
2020,FL,SEMINOLE,12117,132528,125241,260815,0.508130284,0.48019094
2020,FL,SUMTER,12119,29341,62761,92485,0.317251446,0.678607342
2020,FL,SUWANNEE,12121,4485,16410,21057,0.212993304,0.779313292
2020,FL,TAYLOR,12123,2299,7751,10127,0.227016886,0.765379678
2020,FL,UNION,12125,1053,5133,6245,0.168614892,0.82193755
2020,FL,VOLUSIA,12127,130575,173821,307439,0.424718399,0.565383702
2020,FL,WAKULLA,12129,5351,12874,18404,0.29075201,0.699521843
2020,FL,WALTON,12131,10338,32947,43711,0.236507973,0.753746197
2020,FL,WASHINGTON,12133,2347,9876,12327,0.190395068,0.801168167
2020,GA,APPLING,13001,1779,6526,8341,0.213283779,0.782400192
2020,GA,ATKINSON,13003,825,2300,3155,0.261489699,0.729001585
2020,GA,BACON,13005,625,4018,4668,0.133890317,0.86075407
2020,GA,BAKER,13007,652,897,1555,0.419292605,0.576848875
2020,GA,BALDWIN,13009,9140,8903,18251,0.500794477,0.487808887
2020,GA,BANKS,13011,932,7795,8801,0.105897057,0.885694807
2020,GA,BARROW,13013,10453,26804,37921,0.275652013,0.7068379
2020,GA,BARTOW,13015,12092,37674,50467,0.239602116,0.746507619
2020,GA,BEN HILL,13017,2392,4110,6560,0.364634146,0.62652439
2020,GA,BERRIEN,13019,1269,6419,7743,0.163889965,0.829006845
2020,GA,BIBB,13021,43468,26585,70802,0.613937459,0.375483743
2020,GA,BLECKLEY,13023,1311,4328,5706,0.229758149,0.758499825
2020,GA,BRANTLEY,13025,699,6991,7746,0.090240124,0.902530338
2020,GA,BROOKS,13027,2790,4260,7100,0.392957746,0.6
2020,GA,BRYAN,13029,6739,14244,21340,0.31579194,0.667478913
2020,GA,BULLOCH,13031,11243,18386,30084,0.37372025,0.611155431
2020,GA,BURKE,13033,5209,5400,10684,0.487551479,0.505428678
2020,GA,BUTTS,13035,3274,8406,11771,0.278141194,0.714127942
2020,GA,CALHOUN,13037,1260,923,2194,0.574293528,0.420692799
2020,GA,CAMDEN,13039,7967,15251,23688,0.336330632,0.643828099
