year,STATE_ABBR,COUNTY_NAME,geoid_int,DEMO_VOTE,REP_VOTE,TOTAL_VOTE,DEMO_PER,REP_PER
2016,AL,AUTAUGA,1001,5936,18172,24973,0.237696712,0.727665879
2016,AL,BALDWIN,1003,18458,72883,95215,0.19385601,0.765457123
2016,AL,BARBOUR,1005,4871,5454,10469,0.465278441,0.520966663
2016,AL,BIBB,1007,1874,6738,8819,0.212495748,0.764032203
2016,AL,BLOUNT,1009,2156,22859,25588,0.084258246,0.893348445
2016,AL,BULLOCK,1011,3530,1140,4710,0.749469214,0.242038217
2016,AL,BUTLER,1013,3726,4901,8732,0.426706367,0.561268896
2016,AL,CALHOUN,1015,13242,32865,47864,0.276658867,0.68663296
2016,AL,CHAMBERS,1017,5784,7843,13900,0.416115108,0.564244604
2016,AL,CHEROKEE,1019,1547,8953,10733,0.144134911,0.83415634
2016,AL,CHILTON,1021,2911,15081,18369,0.158473515,0.821002776
2016,AL,CHOCTAW,1023,3109,4106,7292,0.426357652,0.56308283
2016,AL,CLARKE,1025,5749,7140,13031,0.441178728,0.547924181
2016,AL,CLAY,1027,1237,5245,6624,0.186745169,0.791817633
2016,AL,CLEBURNE,1029,684,5764,6593,0.103746398,0.874260579
2016,AL,COFFEE,1031,4221,15875,20767,0.203255164,0.764433958
2016,AL,COLBERT,1033,7312,16746,24915,0.293477825,0.672125226
2016,AL,CONECUH,1035,3080,3420,6585,0.467729689,0.519362187
2016,AL,COOSA,1037,1782,3381,5252,0.339299315,0.64375476
2016,AL,COVINGTON,1039,2387,13267,15940,0.149749059,0.832308657
2016,AL,CRENSHAW,1041,1664,4513,6267,0.265517792,0.72012127
2016,AL,CULLMAN,1043,3798,32989,37873,0.100282523,0.871042695
2016,AL,DALE,1045,4413,13808,18749,0.235372553,0.736465945
2016,AL,DALLAS,1047,12836,5789,18792,0.68305662,0.30805662
2016,AL,DEKALB,1049,3622,21405,25826,0.140246263,0.828815922
2016,AL,ELMORE,1051,8443,27634,37260,0.226596887,0.741653247
2016,AL,ESCAMBIA,1053,4605,9935,14845,0.310205456,0.669248905
2016,AL,ETOWAH,1055,10442,32353,44164,0.236436917,0.732564985
2016,AL,FAYETTE,1057,1362,6712,8249,0.165110923,0.813674385
2016,AL,FRANKLIN,1059,2197,9466,12040,0.182475083,0.786212625
2016,AL,GENEVA,1061,1525,9994,11758,0.129698928,0.849974485
2016,AL,GREENE,1063,4013,838,4880,0.822336066,0.171721311
2016,AL,HALE,1065,4775,3173,8040,0.593905473,0.394651741
2016,AL,HENRY,1067,2292,5632,8072,0.2839445,0.697720515
2016,AL,HOUSTON,1069,10664,30728,42639,0.250099674,0.7206548
2016,AL,JACKSON,1071,3673,16672,20984,0.175038124,0.794510103
2016,AL,JEFFERSON,1073,156873,134768,304191,0.515705593,0.443037434
2016,AL,LAMAR,1075,1036,5823,6966,0.148722366,0.835917313
2016,AL,LAUDERDALE,1077,9952,27899,39525,0.251790006,0.705857052
2016,AL,LAWRENCE,1079,3627,10833,14829,0.244588307,0.730528019
2016,AL,LEE,1081,21230,34617,59191,0.358669392,0.584835532
2016,AL,LIMESTONE,1083,9468,29067,40294,0.234972949,0.721372909
2016,AL,LOWNDES,1085,4883,1751,6684,0.730550569,0.261968881
2016,AL,MACON,1087,7566,1431,9140,0.827789934,0.156564551
2016,AL,MADISON,1089,62822,89520,163389,0.384493448,0.547894901
2016,AL,MARENGO,1091,5615,5233,10994,0.510733127,0.475986902
2016,AL,MARION,1093,1432,11274,12984,0.110289587,0.868299445
2016,AL,MARSHALL,1095,4917,29233,35316,0.139228678,0.827755125
2016,AL,MOBILE,1097,72186,95116,172737,0.417895413,0.550640569
2016,AL,MONROE,1099,4332,5795,10271,0.421770032,0.564209911
2016,AL,MONTGOMERY,1101,58916,34003,95878,0.614489247,0.354648616
2016,AL,MORGAN,1103,11254,37486,50644,0.222217834,0.740186399
2016,AL,PERRY,1105,3824,1407,5278,0.724516862,0.266578249
2016,AL,PICKENS,1107,3972,5456,9542,0.416264934,0.571787885
2016,AL,PIKE,1109,5056,7693,13168,0.383961118,0.58421932
2016,AL,RANDOLPH,1111,2291,7705,10187,0.224894473,0.75635614
2016,AL,RUSSELL,1113,9579,9210,19256,0.497455339,0.47829248
2016,AL,ST. CLAIR,1115,5589,31651,38400,0.145546875,0.824244792
